"End","count"
"2023-02-02 13:14:04.0","778"
"2023-02-02 13:14:05.0","846"
"2023-02-02 13:14:06.0","841"
"2023-02-02 13:14:07.0","841"
"2023-02-02 13:14:08.0","799"
"2023-02-02 13:14:09.0","856"
"2023-02-02 13:14:10.0","812"
"2023-02-02 13:14:11.0","813"
"2023-02-02 13:14:12.0","822"
"2023-02-02 13:14:13.0","817"
"2023-02-02 13:14:14.0","863"
"2023-02-02 13:14:15.0","862"
"2023-02-02 13:14:16.0","815"
"2023-02-02 13:14:17.0","866"
"2023-02-02 13:14:18.0","850"
"2023-02-02 13:14:19.0","872"
"2023-02-02 13:14:20.0","841"
"2023-02-02 13:14:21.0","849"
"2023-02-02 13:14:22.0","818"
"2023-02-02 13:14:23.0","838"
"2023-02-02 13:14:24.0","837"
"2023-02-02 13:14:25.0","843"
"2023-02-02 13:14:26.0","801"
"2023-02-02 13:14:27.0","820"
"2023-02-02 13:14:28.0","855"
"2023-02-02 13:14:29.0","814"
"2023-02-02 13:14:30.0","799"
"2023-02-02 13:14:31.0","861"
"2023-02-02 13:14:32.0","868"
"2023-02-02 13:14:33.0","865"
"2023-02-02 13:14:34.0","870"
"2023-02-02 13:14:35.0","848"
"2023-02-02 13:14:36.0","847"
"2023-02-02 13:14:37.0","890"
"2023-02-02 13:14:38.0","875"
"2023-02-02 13:14:39.0","866"
"2023-02-02 13:14:40.0","827"
"2023-02-02 13:14:41.0","853"
"2023-02-02 13:14:42.0","846"
"2023-02-02 13:14:43.0","825"
"2023-02-02 13:14:44.0","850"
"2023-02-02 13:14:45.0","802"
"2023-02-02 13:14:46.0","848"
"2023-02-02 13:14:47.0","845"
"2023-02-02 13:14:48.0","860"
"2023-02-02 13:14:49.0","880"
"2023-02-02 13:14:50.0","838"
"2023-02-02 13:14:51.0","839"
"2023-02-02 13:14:52.0","804"
"2023-02-02 13:14:53.0","805"
"2023-02-02 13:14:54.0","871"
"2023-02-02 13:14:55.0","818"
"2023-02-02 13:14:56.0","833"
"2023-02-02 13:14:57.0","844"
"2023-02-02 13:14:58.0","847"
"2023-02-02 13:14:59.0","837"
"2023-02-02 13:15:00.0","807"
"2023-02-02 13:15:01.0","809"
"2023-02-02 13:15:02.0","754"
"2023-02-02 13:15:03.0","864"
"2023-02-02 13:15:04.0","886"
"2023-02-02 13:15:05.0","878"
"2023-02-02 13:15:06.0","846"
"2023-02-02 13:15:07.0","877"
"2023-02-02 13:15:08.0","808"
"2023-02-02 13:15:09.0","815"
"2023-02-02 13:15:10.0","810"
"2023-02-02 13:15:11.0","841"
"2023-02-02 13:15:12.0","854"
"2023-02-02 13:15:13.0","907"
"2023-02-02 13:15:14.0","863"
"2023-02-02 13:15:15.0","845"
"2023-02-02 13:15:16.0","853"
"2023-02-02 13:15:17.0","839"
"2023-02-02 13:15:18.0","862"
"2023-02-02 13:15:19.0","884"
"2023-02-02 13:15:20.0","838"
"2023-02-02 13:15:21.0","838"
"2023-02-02 13:15:22.0","847"
"2023-02-02 13:15:23.0","807"
"2023-02-02 13:15:24.0","858"
"2023-02-02 13:15:25.0","810"
"2023-02-02 13:15:26.0","830"
"2023-02-02 13:15:27.0","858"
"2023-02-02 13:15:28.0","873"
"2023-02-02 13:15:29.0","878"
"2023-02-02 13:15:30.0","792"
"2023-02-02 13:15:31.0","793"
"2023-02-02 13:15:32.0","832"
"2023-02-02 13:15:33.0","847"
"2023-02-02 13:15:34.0","818"
"2023-02-02 13:15:35.0","857"
"2023-02-02 13:15:36.0","884"
"2023-02-02 13:15:37.0","886"
"2023-02-02 13:15:38.0","811"
"2023-02-02 13:15:39.0","835"
"2023-02-02 13:15:40.0","832"
"2023-02-02 13:15:41.0","822"
"2023-02-02 13:15:42.0","852"
"2023-02-02 13:15:43.0","877"
"2023-02-02 13:15:44.0","872"
"2023-02-02 13:15:45.0","830"
"2023-02-02 13:15:46.0","854"
"2023-02-02 13:15:47.0","813"
"2023-02-02 13:15:48.0","842"
"2023-02-02 13:15:49.0","869"
"2023-02-02 13:15:50.0","792"
"2023-02-02 13:15:51.0","849"
"2023-02-02 13:15:52.0","865"
"2023-02-02 13:15:53.0","864"
"2023-02-02 13:15:54.0","837"
"2023-02-02 13:15:55.0","859"
"2023-02-02 13:15:56.0","875"
"2023-02-02 13:15:57.0","884"
"2023-02-02 13:15:58.0","828"
"2023-02-02 13:15:59.0","828"
"2023-02-02 13:16:00.0","790"
"2023-02-02 13:16:01.0","805"
"2023-02-02 13:16:02.0","689"
"2023-02-02 13:16:03.0","48"
