"End","count"
"2023-02-02 00:01:44.0","2883"
"2023-02-02 00:01:45.0","5171"
"2023-02-02 00:01:46.0","5044"
"2023-02-02 00:01:47.0","5376"
"2023-02-02 00:01:48.0","4898"
"2023-02-02 00:01:49.0","5314"
"2023-02-02 00:01:50.0","5253"
"2023-02-02 00:01:51.0","5256"
"2023-02-02 00:01:52.0","4990"
"2023-02-02 00:01:53.0","5319"
"2023-02-02 00:01:54.0","5208"
"2023-02-02 00:01:55.0","5086"
"2023-02-02 00:01:56.0","5044"
"2023-02-02 00:01:57.0","5170"
"2023-02-02 00:01:58.0","5227"
"2023-02-02 00:01:59.0","5130"
"2023-02-02 00:02:00.0","5136"
"2023-02-02 00:02:01.0","5267"
"2023-02-02 00:02:02.0","5344"
"2023-02-02 00:02:03.0","5053"
"2023-02-02 00:02:04.0","5024"
"2023-02-02 00:02:05.0","5300"
"2023-02-02 00:02:06.0","5363"
"2023-02-02 00:02:07.0","5021"
"2023-02-02 00:02:08.0","5211"
"2023-02-02 00:02:09.0","5362"
"2023-02-02 00:02:10.0","5244"
"2023-02-02 00:02:11.0","5098"
"2023-02-02 00:02:12.0","5109"
"2023-02-02 00:02:13.0","5308"
"2023-02-02 00:02:14.0","5207"
"2023-02-02 00:02:15.0","5113"
"2023-02-02 00:02:16.0","5127"
"2023-02-02 00:02:17.0","5309"
"2023-02-02 00:02:18.0","5180"
"2023-02-02 00:02:19.0","5142"
"2023-02-02 00:02:20.0","5250"
"2023-02-02 00:02:21.0","5315"
"2023-02-02 00:02:22.0","5181"
"2023-02-02 00:02:23.0","5175"
"2023-02-02 00:02:24.0","5275"
"2023-02-02 00:02:25.0","5269"
"2023-02-02 00:02:26.0","5199"
"2023-02-02 00:02:27.0","5217"
"2023-02-02 00:02:28.0","5297"
"2023-02-02 00:02:29.0","5309"
"2023-02-02 00:02:30.0","5177"
"2023-02-02 00:02:31.0","5123"
"2023-02-02 00:02:32.0","5328"
"2023-02-02 00:02:33.0","5150"
"2023-02-02 00:02:34.0","5227"
"2023-02-02 00:02:35.0","5006"
"2023-02-02 00:02:36.0","5179"
"2023-02-02 00:02:37.0","5256"
"2023-02-02 00:02:38.0","5154"
"2023-02-02 00:02:39.0","5191"
"2023-02-02 00:02:40.0","5268"
"2023-02-02 00:02:41.0","5186"
"2023-02-02 00:02:42.0","5155"
"2023-02-02 00:02:43.0","5286"
"2023-02-02 00:02:44.0","5123"
"2023-02-02 00:02:45.0","5082"
"2023-02-02 00:02:46.0","5154"
"2023-02-02 00:02:47.0","5259"
"2023-02-02 00:02:48.0","5254"
"2023-02-02 00:02:49.0","5154"
"2023-02-02 00:02:50.0","5222"
"2023-02-02 00:02:51.0","5212"
"2023-02-02 00:02:52.0","5252"
"2023-02-02 00:02:53.0","4999"
"2023-02-02 00:02:54.0","5145"
"2023-02-02 00:02:55.0","5276"
"2023-02-02 00:02:56.0","5238"
"2023-02-02 00:02:57.0","5191"
"2023-02-02 00:02:58.0","4738"
"2023-02-02 00:02:59.0","4984"
"2023-02-02 00:03:00.0","5198"
"2023-02-02 00:03:01.0","5161"
"2023-02-02 00:03:02.0","5206"
"2023-02-02 00:03:03.0","5208"
"2023-02-02 00:03:04.0","5287"
"2023-02-02 00:03:05.0","5117"
"2023-02-02 00:03:06.0","5219"
"2023-02-02 00:03:07.0","5270"
"2023-02-02 00:03:08.0","5263"
"2023-02-02 00:03:09.0","5119"
"2023-02-02 00:03:10.0","5282"
"2023-02-02 00:03:11.0","5238"
"2023-02-02 00:03:12.0","5230"
"2023-02-02 00:03:13.0","5186"
"2023-02-02 00:03:14.0","5286"
"2023-02-02 00:03:15.0","5220"
"2023-02-02 00:03:16.0","5339"
"2023-02-02 00:03:17.0","5086"
"2023-02-02 00:03:18.0","5307"
"2023-02-02 00:03:19.0","5325"
"2023-02-02 00:03:20.0","3593"
"2023-02-02 00:03:21.0","117"
