"End","count"
"2023-02-02 00:17:24.0","13"
"2023-02-02 00:17:25.0","2945"
"2023-02-02 00:17:26.0","3487"
"2023-02-02 00:17:27.0","3407"
"2023-02-02 00:17:28.0","3258"
"2023-02-02 00:17:29.0","3207"
"2023-02-02 00:17:30.0","3008"
"2023-02-02 00:17:31.0","3105"
"2023-02-02 00:17:32.0","3045"
"2023-02-02 00:17:33.0","3026"
"2023-02-02 00:17:34.0","3065"
"2023-02-02 00:17:35.0","3024"
"2023-02-02 00:17:36.0","3050"
"2023-02-02 00:17:37.0","3080"
"2023-02-02 00:17:38.0","3145"
"2023-02-02 00:17:39.0","3184"
"2023-02-02 00:17:40.0","3070"
"2023-02-02 00:17:41.0","3084"
"2023-02-02 00:17:42.0","2955"
"2023-02-02 00:17:43.0","2981"
"2023-02-02 00:17:44.0","2922"
"2023-02-02 00:17:45.0","3030"
"2023-02-02 00:17:46.0","3154"
"2023-02-02 00:17:47.0","3080"
"2023-02-02 00:17:48.0","3159"
"2023-02-02 00:17:49.0","2966"
"2023-02-02 00:17:50.0","2946"
"2023-02-02 00:17:51.0","2978"
"2023-02-02 00:17:52.0","3061"
"2023-02-02 00:17:53.0","3121"
"2023-02-02 00:17:54.0","2995"
"2023-02-02 00:17:55.0","3048"
"2023-02-02 00:17:56.0","3003"
"2023-02-02 00:17:57.0","3147"
"2023-02-02 00:17:58.0","3171"
"2023-02-02 00:17:59.0","3141"
"2023-02-02 00:18:00.0","3087"
"2023-02-02 00:18:01.0","3149"
"2023-02-02 00:18:02.0","3272"
"2023-02-02 00:18:03.0","3138"
"2023-02-02 00:18:04.0","3114"
"2023-02-02 00:18:05.0","3174"
"2023-02-02 00:18:06.0","3270"
"2023-02-02 00:18:07.0","2998"
"2023-02-02 00:18:08.0","3024"
"2023-02-02 00:18:09.0","3247"
"2023-02-02 00:18:10.0","3171"
"2023-02-02 00:18:11.0","3238"
"2023-02-02 00:18:12.0","2979"
"2023-02-02 00:18:13.0","3312"
"2023-02-02 00:18:14.0","3100"
"2023-02-02 00:18:15.0","2978"
"2023-02-02 00:18:16.0","2980"
"2023-02-02 00:18:17.0","3134"
"2023-02-02 00:18:18.0","2961"
"2023-02-02 00:18:19.0","3090"
"2023-02-02 00:18:20.0","3074"
"2023-02-02 00:18:21.0","3076"
"2023-02-02 00:18:22.0","3197"
"2023-02-02 00:18:23.0","3093"
"2023-02-02 00:18:24.0","3231"
"2023-02-02 00:18:25.0","3045"
"2023-02-02 00:18:26.0","3167"
"2023-02-02 00:18:27.0","3101"
"2023-02-02 00:18:28.0","3184"
"2023-02-02 00:18:29.0","3057"
"2023-02-02 00:18:30.0","2932"
"2023-02-02 00:18:31.0","3180"
"2023-02-02 00:18:32.0","3137"
"2023-02-02 00:18:33.0","3231"
"2023-02-02 00:18:34.0","3256"
"2023-02-02 00:18:35.0","3267"
"2023-02-02 00:18:36.0","2886"
"2023-02-02 00:18:37.0","3137"
"2023-02-02 00:18:38.0","3222"
"2023-02-02 00:18:39.0","3234"
"2023-02-02 00:18:40.0","3082"
"2023-02-02 00:18:41.0","3135"
"2023-02-02 00:18:42.0","3187"
"2023-02-02 00:18:43.0","3162"
"2023-02-02 00:18:44.0","3184"
"2023-02-02 00:18:45.0","3171"
"2023-02-02 00:18:46.0","3278"
"2023-02-02 00:18:47.0","3101"
"2023-02-02 00:18:48.0","3133"
"2023-02-02 00:18:49.0","3125"
"2023-02-02 00:18:50.0","3178"
"2023-02-02 00:18:51.0","3134"
"2023-02-02 00:18:52.0","3243"
"2023-02-02 00:18:53.0","3246"
"2023-02-02 00:18:54.0","3196"
"2023-02-02 00:18:55.0","3294"
"2023-02-02 00:18:56.0","3213"
"2023-02-02 00:18:57.0","3213"
"2023-02-02 00:18:58.0","3249"
"2023-02-02 00:18:59.0","3178"
"2023-02-02 00:19:00.0","3140"
"2023-02-02 00:19:01.0","3084"
"2023-02-02 00:19:02.0","3188"
"2023-02-02 00:19:03.0","3132"
"2023-02-02 00:19:04.0","3246"
"2023-02-02 00:19:05.0","3252"
"2023-02-02 00:19:06.0","3177"
"2023-02-02 00:19:07.0","3286"
"2023-02-02 00:19:08.0","3300"
"2023-02-02 00:19:09.0","3277"
"2023-02-02 00:19:10.0","3305"
"2023-02-02 00:19:11.0","3266"
"2023-02-02 00:19:12.0","3248"
"2023-02-02 00:19:13.0","3454"
"2023-02-02 00:19:14.0","3331"
"2023-02-02 00:19:15.0","3363"
"2023-02-02 00:19:16.0","3393"
"2023-02-02 00:19:17.0","3450"
"2023-02-02 00:19:18.0","3370"
"2023-02-02 00:19:19.0","3485"
"2023-02-02 00:19:20.0","3431"
"2023-02-02 00:19:21.0","3420"
"2023-02-02 00:19:22.0","3373"
"2023-02-02 00:19:23.0","3439"
"2023-02-02 00:19:24.0","3522"
"2023-02-02 00:19:25.0","3575"
"2023-02-02 00:19:26.0","3598"
"2023-02-02 00:19:27.0","3806"
"2023-02-02 00:19:28.0","3752"
"2023-02-02 00:19:29.0","3941"
"2023-02-02 00:19:30.0","3932"
"2023-02-02 00:19:31.0","3965"
"2023-02-02 00:19:32.0","4053"
"2023-02-02 00:19:33.0","4323"
"2023-02-02 00:19:34.0","4446"
"2023-02-02 00:19:35.0","4760"
"2023-02-02 00:19:36.0","5154"
"2023-02-02 00:19:37.0","5304"
"2023-02-02 00:19:38.0","5140"
"2023-02-02 00:19:39.0","5199"
"2023-02-02 00:19:40.0","5257"
"2023-02-02 00:19:41.0","5209"
"2023-02-02 00:19:42.0","5270"
"2023-02-02 00:19:43.0","5230"
"2023-02-02 00:19:44.0","5128"
"2023-02-02 00:19:45.0","4690"
"2023-02-02 00:19:46.0","4021"
"2023-02-02 00:19:47.0","3205"
"2023-02-02 00:19:48.0","2542"
"2023-02-02 00:19:49.0","1433"
"2023-02-02 00:19:50.0","527"
"2023-02-02 00:19:51.0","280"
"2023-02-02 00:19:52.0","121"
"2023-02-02 00:19:53.0","88"
"2023-02-02 00:19:54.0","168"
"2023-02-02 00:19:55.0","250"
"2023-02-02 00:19:56.0","124"
"2023-02-02 00:19:57.0","190"
"2023-02-02 00:19:58.0","185"
"2023-02-02 00:19:59.0","166"
"2023-02-02 00:20:00.0","172"
"2023-02-02 00:20:01.0","133"
"2023-02-02 00:20:02.0","141"
"2023-02-02 00:20:03.0","204"
"2023-02-02 00:20:04.0","159"
"2023-02-02 00:20:05.0","177"
"2023-02-02 00:20:06.0","189"
"2023-02-02 00:20:07.0","116"
"2023-02-02 00:20:08.0","92"
"2023-02-02 00:20:09.0","74"
"2023-02-02 00:20:10.0","290"
"2023-02-02 00:20:11.0","329"
"2023-02-02 00:20:12.0","332"
"2023-02-02 00:20:13.0","327"
"2023-02-02 00:20:14.0","222"
"2023-02-02 00:20:15.0","14"
"2023-02-02 00:20:17.0","24"
"2023-02-02 00:20:18.0","184"
"2023-02-02 00:20:19.0","165"
"2023-02-02 00:20:20.0","164"
"2023-02-02 00:20:21.0","158"
"2023-02-02 00:20:22.0","81"
"2023-02-02 00:20:23.0","14"
"2023-02-02 00:20:26.0","183"
"2023-02-02 00:20:27.0","428"
"2023-02-02 00:20:28.0","450"
"2023-02-02 00:20:29.0","452"
"2023-02-02 00:20:30.0","1362"
"2023-02-02 00:20:31.0","1294"
"2023-02-02 00:20:32.0","1213"
"2023-02-02 00:20:33.0","747"
"2023-02-02 00:20:34.0","301"
"2023-02-02 00:20:35.0","32"
"2023-02-02 00:20:42.0","50"
"2023-02-02 00:20:43.0","248"
"2023-02-02 00:20:44.0","234"
"2023-02-02 00:20:45.0","90"
"2023-02-02 00:20:47.0","86"
"2023-02-02 00:20:48.0","85"
"2023-02-02 00:20:49.0","9"
"2023-02-02 00:21:15.0","25"
"2023-02-02 00:21:16.0","98"
"2023-02-02 00:21:17.0","2"
